_id.$oid,info.上市年份季节,info.上市时间,info.产品名称,info.低帮鞋品名,info.功能,info.吊牌价,info.品牌,info.图案,info.场合,info.外底材料,info.季节,info.尺码,info.帮面内里材质,info.帮面材质,info.性别,info.是否商场同款,info.是否瑕疵,info.款号,info.款式,info.流行元素,info.真皮材质工艺,info.细分风格,info.货号,info.跟底款式,info.运动系列,info.运动鞋科技,info.适合路面,info.适用对象,info.销售渠道类型,info.闭合方式,info.靴子品名,info.靴筒内里材质,info.靴筒材质,info.靴筒高度,info.鞋制作工艺,info.鞋垫材质,info.鞋头款式,info.鞋底材质,info.鞋码,info.鞋跟高,info.鞋面内里材质,info.鞋面材质,info.颜色分类,info.风格,itemid,location,nick,price,sales,title,url
5aa77043be9b0338dc1faabe,,,,,轻质,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43,,,,,,,休闲皮鞋,车缝线,,日常休闲,6511ZE97878W,平跟,,,,,,系带,,,,,胶粘鞋,,圆头,橡胶,,低跟(1-3cm),PU,头层牛皮（除牛反绒）,棕色 黑色,休闲,560494799212,浙江 丽水,艾尚美梦工厂,279.00,16人付款,意尔康旗舰店官方店男鞋真皮透气秋冬休闲鞋系带牛皮男士驾车鞋,http://item.taobao.com/item.htm?id=560494799212&ns=1&abbucket=9#detail
5aa77043be9b0338dc1faabf,,,,,,,YEARCON/意尔康,,,,,35 36 37 38 39 40 41 42 43 44 45 46 47 48,,,,,,,休闲皮鞋,,,,,,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,,,尖头,,,,头层猪皮,头层牛皮（除牛反绒）,第1款黑色意尔康增高鞋 第2款黑色意尔康平跟不增高 第3款平跟香港红蜻蜓单鞋 第4款平跟香港红蜻蜓棉鞋,,545782846156,浙江 温州,2009sygzzgj,199.00,4人付款,意尔康男鞋牛皮皮鞋有棉鞋增高鞋小码35 36 37-45 46 47 48大码,http://item.taobao.com/item.htm?id=545782846156&ns=1&abbucket=9#detail
5aa77045be9b0338dc1faac0,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,37 38 39 40 41 42 43,,,,,,,休闲皮鞋,,纳帕纹,日常休闲,,平跟,,,,青年（18-40周岁）,,套脚,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色系带 黄色系带 黄色 黑色,休闲,563495236410,浙江 丽水,夏克利2013,178.00,116人付款,意尔康春季新款正品真皮休闲男鞋青年英伦套脚单鞋软面软底皮鞋潮,http://item.taobao.com/item.htm?id=563495236410&ns=1&abbucket=9#detail
5aa77045be9b0338dc1faac1,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,车缝线,纳帕纹,日常休闲,20175,厚底,,,,青年（18-40周岁） 中年（40-60周岁）,,松紧带,,,,,缝制鞋,,圆头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,蓝色 黑色 桔色,休闲,561991905479,浙江 温州,chen356307796,158.00,71人付款,意尔康男鞋正品春季新款男士日常商务休闲鞋真皮舒适软底透气皮鞋,http://item.taobao.com/item.htm?id=561991905479&ns=1&abbucket=9#detail
5aa77045be9b0338dc1faac2,,,,,透气,,YEARCON/意尔康,纯色,办公室,,春秋,38 39 40 41 42 43 44 45 46 47,,,,,,,休闲皮鞋,车缝线,摔纹皮,商务休闲,9225,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,注压鞋,,圆头,聚氨酯,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,黑色单鞋 棕色单鞋,商务,561589509253,浙江 温州,旺夫16888,168.00,8人付款,皮鞋男新款春季套脚大码意尔康正品男鞋真皮软底商务休闲鞋爸爸鞋,http://item.taobao.com/item.htm?id=561589509253&ns=1&abbucket=9#detail
5aa77045be9b0338dc1faac3,,,,,保暖,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,金属,摔纹皮,商务休闲,,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,注压鞋,,圆头,聚氨酯,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,黑色系带 酒红色 黑色,商务,561832585508,浙江 温州,麒浩鞋业,169.00,30人付款,春季新款意尔康旗舰店男鞋男士休闲皮鞋中老年真皮软底软面爸爸鞋,http://item.taobao.com/item.htm?id=561832585508&ns=1&abbucket=9#detail
5aa77046be9b0338dc1faac4,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,车缝线,打蜡皮,韩版,,平跟,,,,青年（18-40周岁）,,系带,,,,,注压鞋,,圆头,橡胶,,低跟(1-3cm),二层猪皮,二层牛皮（除牛反绒）,黑色 浅棕色,青春潮流,562272933844,浙江 杭州,点点豆豆浩浩,159.00,28人付款,正品意尔康男鞋男士真皮休闲皮鞋男韩版潮流时尚系带软底软面鞋子,http://item.taobao.com/item.htm?id=562272933844&ns=1&abbucket=9#detail
5aa77047be9b0338dc1faac5,,,,,轻质,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,车缝线,,商务休闲,TEK1022,平跟,,,,,,系带,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,低跟(1-3cm),二层猪皮,头层牛皮（除牛反绒）,蓝色 黑色 棕色,商务,560368883650,浙江 温岭,建设393,368.00,3人付款,意尔康男鞋2017新款正品男鞋真皮舒适男士休闲皮鞋透气系带单鞋子,http://item.taobao.com/item.htm?id=560368883650&ns=1&abbucket=9#detail
5aa77048be9b0338dc1faac6,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,37 38 39 40 41 42 43 44,,,,,,,商务休闲鞋,素面,油蜡皮,日常休闲,09607,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,二层猪皮,圆头,塑胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色 浅棕色 桔色,休闲,558782721385,浙江 丽水,夏克利2013,168.00,62人付款,意尔康男鞋2017秋季新款单鞋真皮休闲鞋软底皮鞋套脚青年驾车鞋潮,http://item.taobao.com/item.htm?id=558782721385&ns=1&abbucket=9#detail
5aa77049be9b0338dc1faac7,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,素面,,日常休闲,6083Z,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,头层猪皮,圆头,橡胶,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,棕色 黄色 黑色,休闲,565274337422,福建 南平,恒明皇,148.00,14人付款,意尔康男鞋官方旗舰店春秋新款男士商务休闲皮鞋韩版套脚圆头皮鞋,http://item.taobao.com/item.htm?id=565274337422&ns=1&abbucket=9#detail
5aa77049be9b0338dc1faac8,,,,,保暖,,YEARCON/意尔康,纯色,日常,,冬季,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,车缝线,,日常休闲,10568,平跟,,,,,,套脚,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,,二层猪皮,头层牛皮（除牛反绒）,浅棕色皮里 黑色皮里 浅棕色绒里 黑色绒里,休闲,562832414424,浙江 杭州,羽寒服饰有限公司,159.00,12人付款,意尔康正品男鞋春秋季单鞋真皮日常休闲皮鞋套脚圆头皮鞋男潮,http://item.taobao.com/item.htm?id=562832414424&ns=1&abbucket=9#detail
5aa7704abe9b0338dc1faac9,,,,,透气,,YEARCON/意尔康,纯色,办公室,,春秋,【收藏店铺宝贝买一送四】 38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,亮片,漆皮,商务正装,,平跟,,,,,,系带,,,,,胶粘鞋,头层猪皮,尖头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色 深棕色,商务,559646953337,浙江 温州,大黄人ss,149.00,9人付款,意尔康男鞋官方旗舰店时尚商务正装皮鞋男士真皮系带潮流漆皮男鞋,http://item.taobao.com/item.htm?id=559646953337&ns=1&abbucket=9#detail
5aa7704abe9b0338dc1faaca,,,,,透气,,YEARCON/意尔康,纯色,办公室,,春秋,【收藏店铺宝贝 买一送四】 38 39 40 41 42 43 44,,,,,,,商务休闲鞋,车缝线,半粒面,商务休闲,,平跟,,,,,,系带,,,,,胶粘鞋,头层猪皮,尖头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色 深棕色,商务,559556408899,浙江 温州,大黄人ss,149.00,20人付款,意尔康男鞋官方旗舰店2017春秋新款正品真皮系带日常休闲耐磨皮鞋,http://item.taobao.com/item.htm?id=559556408899&ns=1&abbucket=9#detail
5aa7704abe9b0338dc1faacb,,,,,增高,,YEARCON/意尔康,纯色,日常,,冬季,39 40 41 42 43 44,,,,,,,休闲皮鞋,车缝线,,日常休闲,7033,平跟,,,,青年（18-40周岁）,,系带,,,,,胶粘鞋,PU,圆头,橡胶,,低跟(1-3cm),PU,PU,黑色 浅棕 深棕,休闲,563710411037,福建 泉州,米兰多格商场,208.00,1人付款,旗舰店意尔康官网2017新款冬季增高休闲大头皮鞋英伦男士商务潮男,http://item.taobao.com/item.htm?id=563710411037&ns=1&abbucket=9#detail
5aa7704dbe9b0338dc1faacc,,,,,透气,,YEARCON/意尔康,纯色,日常,,冬季,37 38 39 40 41 42 43 44,,,,,,,休闲皮鞋,素面,摔纹皮,日常休闲,7266,平跟,,,,中年（40-60周岁）,,套脚,,,,,胶粘鞋,头层猪皮,圆头,聚氨酯,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色 单鞋款 棕色  单鞋款 黄色 单鞋款 黑色  冬季 加绒款 棕色  冬季加绒款,休闲,562014276138,浙江 温州,繁华似锦aa88,148.00,29人付款,意尔康正品男鞋真皮休闲软底爸爸皮鞋一脚蹬加绒保暖中老年棉鞋,http://item.taobao.com/item.htm?id=562014276138&ns=1&abbucket=9#detail
5aa7704ebe9b0338dc1faacd,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,车缝线,压花皮,,2305,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,PU,圆头,橡胶,,低跟(1-3cm),二层猪皮,头层牛皮（除牛反绒）,卡其色 黑色,韩版,563956441154,浙江 温州,慢慢大王93,148.00,33人付款,春季正品意尔康男鞋休闲皮鞋真皮系带圆头韩版百搭潮流男青年皮鞋,http://item.taobao.com/item.htm?id=563956441154&ns=1&abbucket=9#detail
5aa7704ebe9b0338dc1faace,,,,,透气,,YEARCON/意尔康,纯色,办公室,,冬季,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,素面,粒面皮,商务休闲,3058,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,注压鞋,头层牛皮,尖头,橡胶,,低跟(1-3cm),头层牛皮,头层牛皮（除牛反绒）,黑色棉鞋 棕色棉鞋 黑色 深棕色,商务,563291420123,浙江 杭州,欧足国际,148.00,13人付款,意尔康男鞋新款冬季加绒保暖男士皮鞋男真皮系带尖头商务青年棉鞋,http://item.taobao.com/item.htm?id=563291420123&ns=1&abbucket=9#detail
5aa7704fbe9b0338dc1faacf,,,,,保暖,,YEARCON/意尔康,纯色,日常,,冬季,37 38 39 40 41 42 43 44,,,,,,,商务休闲鞋,皮革拼接,,日常休闲,YER171,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,二层猪皮,尖头,橡胶,,低跟(1-3cm),二层猪皮,头层牛皮（除牛反绒）,棕色 黑色棉鞋 棕色棉鞋 黑色,休闲,562899089206,浙江 丽水,t_1481984859844_052,148.00,5人付款,意尔康男鞋正品男士商务正装皮鞋旗舰店官方真皮中老年休闲爸爸鞋,http://item.taobao.com/item.htm?id=562899089206&ns=1&abbucket=9#detail
5aa77050be9b0338dc1faad0,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,素面,磨砂皮,日常休闲,实体店款,平跟,,,,青年（18-40周岁）,,套脚,,,,,胶粘鞋,PU,尖头,塑胶,,低跟(1-3cm),头层牛皮,头层牛皮（除牛反绒）,黑色,休闲,558269066013,浙江 丽水,淡忘ing1027,158.00,3人付款,意尔康男鞋正品真皮秋季新款套脚爸爸鞋商务正装休闲透气皮鞋男,http://item.taobao.com/item.htm?id=558269066013&ns=1&abbucket=9#detail
5aa77050be9b0338dc1faad1,,,,,轻质,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,素面,,日常休闲,SW1555,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,,头层猪皮,圆头,橡胶,,低跟(1-3cm),头层猪皮,二层牛皮（除牛反绒）,酒红色 黑色 浅棕色,休闲,558355110786,浙江 温州,耐久久鞋业,168.00,27人付款,意尔康男鞋正品皮鞋2018真皮新款商务休闲鞋套脚男士透气潮男单鞋,http://item.taobao.com/item.htm?id=558355110786&ns=1&abbucket=9#detail
5aa77050be9b0338dc1faad2,,,,,保暖,,YEARCON/意尔康,纯色,运动休闲,,冬季,38 39 40 41 42 43 44,,,,,,,运动休闲鞋,皮革拼接,纳帕纹,,7812ZE920W,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,低跟(1-3cm),人造短毛绒,头层牛皮（除牛反绒）,黑色,运动,563980998174,浙江 温州,法亨鞋城,158.00,54人付款,意尔康男鞋春秋季新款时尚真皮运动休闲鞋潮男士青年板鞋,http://item.taobao.com/item.htm?id=563980998174&ns=1&abbucket=9#detail
5aa77050be9b0338dc1faad3,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,车缝线,修面皮,商务休闲,7702FA88422W,平跟,,,,,,系带,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,低跟(1-3cm),PU,头层牛皮（除牛反绒）,深蓝 棕色 黑色,商务,560272300499,浙江 丽水,艾尚美梦工厂,255.00,11人付款,意尔康旗舰店官方店男鞋新款休闲皮鞋男韩版真皮系带潮鞋百搭棉鞋,http://item.taobao.com/item.htm?id=560272300499&ns=1&abbucket=9#detail
5aa77050be9b0338dc1faad4,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,豆豆鞋,车缝线,纳帕纹,日常休闲,6083,平跟,,,,,,套脚,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,平跟(小于等于1cm),二层猪皮,头层牛皮（除牛反绒）,黄棕色（标准尺码） 深棕色（标准尺码） 黑色（标准尺码）,休闲,559161819612,江苏 扬州,u精品,148.00,8人付款,意尔康男鞋2017新款男单鞋真皮中老年爸爸鞋休闲鞋防滑皮鞋豆豆鞋,http://item.taobao.com/item.htm?id=559161819612&ns=1&abbucket=9#detail
5aa77050be9b0338dc1faad5,2017年夏季,,,镂空皮鞋,透气,,YEARCON/意尔康,纯色,日常,,夏季,38394041424344,,,,,,,镂空皮鞋,车缝线,,,7441ZL75861K-11,平跟,,,,青年（18-40周岁）中年（40-60周岁）,纯电商(只在线上销售),系带,,,,,胶粘鞋,,圆头,聚氨酯,,,无内里,头层牛皮（除牛反绒）,黑色,简约,549454598589,河北 石家庄,稚尚鞋类专营店,299.00,2人付款,意尔康男鞋 2017夏季新款男凉鞋牛皮透气软底休闲鞋男士镂空皮鞋,http://detail.tmall.com/item.htm?id=549454598589&ns=1&abbucket=9
5aa77051be9b0338dc1faad6,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,车缝线,粒面皮,商务休闲,917,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,超纤皮,圆头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,棕色 黑色《内增高》 黑色《加绒款》 棕色《加绒款》 黑色,商务,562022248812,浙江 温州,开心男鞋专柜,158.00,35人付款,意尔康男鞋正品春季圆头系带单鞋男士新款真皮运动休闲内增高皮鞋,http://item.taobao.com/item.htm?id=562022248812&ns=1&abbucket=9#detail
5aa77051be9b0338dc1faad7,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,车缝线,磨砂皮,英伦,2095,平跟,,,,青年（18-40周岁）,,系带,,,,,胶粘鞋,超纤皮,尖头,橡胶,,低跟(1-3cm),二层猪皮,PU,黑色 黑色【内增高】 提示:付款后收藏宝贝送袜子！,青春潮流,564340272760,上海,网易陵容,278.00,3人付款,官方旗舰店意尔康男尖头皮鞋韩版英伦发型师内增高新郎结婚商务正,http://item.taobao.com/item.htm?id=564340272760&ns=1&abbucket=9#detail
5aa77054be9b0338dc1faad8,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,车缝线,压花皮,日常休闲,,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,缝制鞋,,圆头,复合底,,低跟(1-3cm),头层牛皮,头层牛皮（除牛反绒）,棕色 黑色,休闲,558137376760,浙江 丽水,一号仓库ly,158.00,15人付款,意尔康男鞋正品真皮男士商务休闲皮鞋套脚中年男士休闲鞋爸爸鞋春,http://item.taobao.com/item.htm?id=558137376760&ns=1&abbucket=9#detail
5aa77055be9b0338dc1faad9,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,车缝线,纳帕纹,商务休闲,6542ZE97899W,平跟,,,,青年（18-40周岁）,,系带,,,,,注压鞋,PU,圆头,塑胶,,低跟(1-3cm),PU,头层牛皮（除牛反绒）,棕色 黑色棉鞋 棕色棉鞋 黑色,商务,540288596683,浙江 丽水,意尔康品牌店,199.00,43人付款,意尔康男鞋旗舰店官方正品真皮单鞋青年婚鞋德比鞋商务正装皮鞋,http://item.taobao.com/item.htm?id=540288596683&ns=1&abbucket=9#detail
5aa77055be9b0338dc1faada,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,冬季,37 38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,车缝线,纳帕纹,商务休闲,6661,平跟,,,,中年（40-60周岁） 老年（60周岁以上）,,套脚,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,黑色6661 棕色6661 黑色2172镂空 棕色2172镂空,商务,560994379013,浙江 温州,不是我98765,158.00,16人付款,意尔康男鞋中老年套脚休闲皮鞋真皮商务正装皮鞋镂空透气爸爸鞋凉,http://item.taobao.com/item.htm?id=560994379013&ns=1&abbucket=9#detail
5aa77055be9b0338dc1faadb,,,,,透气,,YEARCON/意尔康,纯色,,,春秋,36 37 38 39 40 41 42 43 44 45 46,,,,,,,休闲皮鞋,,,,9568,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,头层猪皮,圆头,聚氨酯,,低跟(1-3cm),头层牛皮,头层牛皮（除牛反绒）,米白色,休闲,565416318558,江苏 扬州,扬州独show,168.00,4人付款,意尔康男鞋真皮镂空透气男士皮鞋爸爸鞋软底单鞋春夏季休闲凉皮鞋,http://item.taobao.com/item.htm?id=565416318558&ns=1&abbucket=9#detail
5aa77056be9b0338dc1faadc,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,素面,纳帕纹,商务正装,1989,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,PU,圆头,橡胶,,平跟(小于等于1cm),二层猪皮,头层牛皮（除牛反绒）,黑色,商务,563492247246,浙江 丽水,品牌特价商城168,189.00,23人付款,意尔康男鞋新款男士商务正装皮鞋爸爸鞋英伦真皮中年休闲鞋子正品,http://item.taobao.com/item.htm?id=563492247246&ns=1&abbucket=9#detail
